,tmpf,relh,sknt,alti,vsby,skyl1
608,82.4,78.9,5.0,29.91,6.21,4000.0
32190,69.8,68.55,5.0,30.03,6.21,2000.0
8024,84.2,48.32,7.0,29.97,6.21,4500.0
19563,68.0,93.97,4.0,30.03,6.21,4000.0
7510,57.2,82.12,3.0,30.0,6.21,3000.0
23431,62.6,88.0,2.0,30.03,3.73,3000.0
5464,69.94286417443999,73.91634902609485,3.0,30.06,4.35,2000.0
38999,69.8,73.09,6.0,29.94,6.21,4500.0
25457,87.8,43.07,3.0,29.88,6.21,4000.0
29771,80.6,34.41,3.0,30.12,6.21,3000.0
32776,78.8,50.69,15.0,30.09,6.21,4000.0
5642,57.2,76.82,1.0,30.15,6.21,3000.0
18065,69.8,94.01,2.0,30.09,6.21,1600.0
33916,69.8,82.98,3.0,30.15,6.21,1700.0
32248,66.2,88.18,5.0,29.85,6.21,3000.0
4964,62.6,88.0,7.0,30.39,6.21,3000.0
7504,64.4,72.56,7.0,29.97,6.21,3000.0
26993,73.4,83.21,5.0,29.97,3.73,3500.0
748,84.2,54.8,6.0,30.03,6.21,3000.0
13879,68.0,68.35,4.0,30.15,6.21,2000.0
36289,57.2,93.69,3.0,30.06,0.75,100.0
29407,77.0,27.53,7.0,30.06,6.21,3000.0
4304,57.2,87.74,5.0,30.36,6.21,2000.0
37728,39.2,93.19,2.0,30.42,4.97,3000.0
14659,55.4,100.0,3.0,30.18,1.86,1000.0
2650,71.6,68.75,9.0,30.06,6.21,2300.0
12396,66.2,82.74,5.0,30.0,6.21,2000.0
22637,57.2,87.74,0.0,30.24,6.21,3000.0
3208,59.0,93.74,2.0,30.06,6.21,3600.0
37266,55.4,87.65,4.0,30.21,2.49,1000.0
4818,68.0,56.13,2.0,30.27,6.21,3000.0
33438,68.0,93.97,2.0,30.06,4.97,400.0
29149,60.8,87.92,2.0,30.18,6.21,3000.0
19063,69.8,88.34,3.0,30.03,6.21,2000.0
10496,69.8,94.01,2.0,29.91,6.21,3000.0
38325,68.0,64.04,6.0,30.27,6.21,2300.0
18005,89.6,43.34,6.0,30.03,6.21,3000.0
6066,60.8,93.79,4.0,30.15,4.35,3000.0
19837,68.0,82.86,4.0,30.15,2.49,800.0
16487,66.2,100.0,4.0,29.88,3.73,1500.0
18241,68.0,93.97,6.0,30.0,4.35,1300.0
27857,84.2,48.32,7.0,30.03,6.21,4000.0
10620,71.6,88.43,5.0,30.06,2.49,700.0
7972,77.0,61.13,4.0,29.94,6.21,3000.0
29357,55.4,87.65,4.0,30.21,6.21,3000.0
8294,75.2,64.91,3.0,30.0,6.21,4000.0
1974,68.0,88.26,6.0,30.0,6.21,1500.0
14613,60.8,77.14,7.0,30.27,5.59,1500.0
31202,78.8,44.52,8.0,30.12,6.21,4000.0
34712,71.6,88.43,0.0,29.97,6.21,3000.0
19535,77.0,65.12,14.0,30.0,6.21,4300.0
27579,66.2,93.92,0.0,30.09,3.73,2600.0
10062,71.6,94.06,1.0,30.03,6.21,1000.0
35244,59.0,100.0,2.0,29.94,6.21,600.0
21779,64.4,93.88,3.0,30.0,2.49,400.0
26509,71.6,73.27,3.0,30.15,4.97,1700.0
36155,68.0,59.97,3.0,30.12,6.21,4000.0
35396,77.0,44.25,5.0,30.21,6.21,4000.0
23777,66.2,72.74,3.0,30.09,4.35,2000.0
35580,69.8,77.9,7.0,29.97,6.21,4900.0
3892,59.0,100.0,1.0,30.18,1.55,1000.0
9380,71.6,78.04,3.0,29.94,5.59,1700.0
20475,68.0,88.26,2.0,29.97,3.73,2000.0
1810,68.0,88.26,3.0,30.06,6.21,2000.0
14605,55.4,93.65,2.0,30.24,6.21,2000.0
15843,60.8,82.37,3.0,30.03,6.21,4000.0
29133,53.6,93.6,2.0,30.12,0.16,200.0
37899,62.6,63.38,8.0,30.21,6.21,3000.0
15345,66.2,88.18,2.0,30.06,6.21,1300.0
20243,68.0,88.26,3.0,30.09,2.49,1100.0
36744,59.0,82.25,0.0,30.15,6.21,2500.0
22755,60.8,77.14,4.0,30.33,6.21,2500.0
27695,64.4,82.62,5.0,30.09,6.21,2100.0
1478,73.4,83.21,7.0,30.0,2.49,2000.0
14459,71.6,53.03,6.0,30.0,6.21,3000.0
16521,68.0,82.86,7.0,30.12,3.11,2000.0
36486,62.6,88.0,3.0,30.15,6.21,1700.0
31788,77.0,57.36,0.0,29.97,6.21,3000.0
28429,59.0,87.83,0.0,30.03,6.21,2000.0
21521,77.0,47.25,2.0,30.18,6.21,3000.0
34676,75.2,69.14,6.0,30.06,6.21,3000.0
37477,62.6,39.14,2.0,30.09,6.21,3000.0
34452,71.6,83.09,2.0,29.91,4.35,800.0
14579,51.8,93.55,2.0,30.3,6.21,3000.0
23217,62.6,93.83,2.0,30.0,2.49,700.0
2804,59.0,93.74,2.0,30.27,5.59,1000.0
7155,66.2,82.74,3.0,29.94,4.35,1000.0
18183,69.8,94.01,1.0,30.0,6.21,1600.0
10888,78.8,65.33,4.0,29.91,6.21,4000.0
40439,69.8,77.9,4.0,30.03,6.21,3000.0
32476,64.4,82.62,5.0,30.12,6.21,3000.0
29830,80.6,28.08,4.0,30.12,6.21,3000.0
31056,57.2,67.12,6.0,30.18,6.21,3000.0
29153,60.8,87.92,2.0,30.21,2.49,1300.0
3762,84.2,42.52,3.0,29.91,6.21,3000.0
16435,75.2,73.61,5.0,29.97,6.21,3000.0
1638,75.2,83.32,7.0,30.06,6.21,2000.0
9640,69.8,73.91634902609485,2.0,30.03,0.25,200.0
38182,51.8,87.47,1.0,30.03,4.97,3000.0
24551,73.4,56.88,3.0,30.0,6.21,3000.0
38875,69.8,60.21,9.0,30.09,6.21,4000.0
40593,64.4,82.62,8.0,29.94,6.21,3000.0
20883,55.4,93.65,1.0,30.06,6.21,3000.0
18341,91.4,38.45,8.0,29.85,6.21,4000.0
30336,60.8,87.92,4.0,30.24,6.21,3000.0
9017,71.6,88.43,1.0,30.09,6.21,700.0
5290,75.2,53.55,5.0,30.09,6.21,3000.0
28603,66.2,77.6,4.0,30.24,6.21,1700.0
15695,84.2,45.34,3.0,29.94,6.21,4000.0
28569,71.6,64.48,4.0,30.21,6.21,2700.0
300,69.8,94.01,0.0,29.97,6.21,1000.0
4092,64.4,72.56,5.0,30.27,6.21,3000.0
2356,69.8,88.34,4.0,30.06,6.21,2000.0
23415,87.8,25.52,4.0,30.06,6.21,3000.0
4126,55.4,93.65,2.0,30.33,2.86,900.0
21663,80.6,47.79,3.0,30.12,6.21,3000.0
25383,82.4,58.08,10.0,29.91,6.21,2000.0
6886,71.6,53.03,5.0,29.7,6.21,1500.0
38062,59.0,82.25,4.0,30.15,6.21,3000.0
14169,77.0,36.22,2.0,30.18,6.21,3000.0
8751,64.4,88.09,0.0,30.0,6.21,900.0
21263,68.0,77.75,3.0,30.21,6.21,3000.0
36433,60.8,87.92,1.0,30.06,3.11,800.0
562,71.6,100.0,3.0,30.03,6.21,1000.0
25999,66.2,88.18,3.0,30.09,3.73,1300.0
16903,87.8,40.41,8.0,30.03,6.21,3500.0
36998,71.6,49.64,5.0,30.06,6.21,3000.0
24663,86.0,40.14,8.0,30.03,6.21,4000.0
40216,75.2,60.9,6.0,30.03,6.21,3000.0
18041,71.6,94.06,0.0,30.12,6.21,4000.0
39982,84.2,23.33,11.0,29.91,6.21,3000.0
7648,68.0,93.97,2.0,29.94,3.73,1300.0
27869,69.8,82.98,3.0,30.06,6.21,1700.0
31586,64.4,77.45,10.0,30.21,6.21,3000.0
20023,66.2,88.18,0.0,29.94,2.49,3000.0
8721,71.6,88.43,3.0,29.94,6.21,1000.0
1116,80.6,65.54,4.0,30.18,6.21,2000.0
17035,71.6,94.06,11.0,30.06,6.21,800.0
23457,60.8,87.92,0.0,30.03,4.35,3000.0
30490,59.0,93.74,2.0,30.24,6.21,3000.0
18677,86.0,62.25,4.0,29.85,6.21,4000.0
27505,64.4,93.88,4.0,30.09,6.21,1300.0
31072,71.6,49.64,12.0,30.09,6.21,3000.0
15159,69.8,88.34,4.0,29.97,6.21,1300.0
34644,78.8,61.36,6.0,30.03,6.21,2500.0
30666,60.8,72.2,3.0,30.42,6.21,2500.0
23589,86.0,28.9,3.0,29.85,6.21,3000.0
13311,62.6,55.37,4.0,30.12,6.21,3000.0
16491,71.6,88.43,2.0,30.0,6.21,4500.0
25333,73.4,68.94,4.0,30.0,6.21,2600.0
5992,64.4,72.56,0.0,30.09,6.21,3000.0
33064,82.4,58.08,5.0,29.94,6.21,3000.0
26849,86.0,48.58,11.0,29.97,6.21,3000.0
5360,62.6,93.83,3.0,30.18,1.86,500.0
18779,68.0,100.0,0.0,30.03,6.21,2000.0
1254,69.8,82.98,0.0,30.06,4.97,1000.0
35789,75.2,57.12,4.0,29.97,6.21,4000.0
9023,86.0,55.04,3.0,30.06,6.21,3000.0
37803,55.4,76.66,2.0,30.36,6.21,2000.0
6614,68.0,88.26,1.0,30.12,6.21,900.0
13505,60.8,87.92,5.0,30.27,6.21,3000.0
3026,62.6,93.83,0.0,30.09,2.49,400.0
18067,73.4,88.51,0.0,30.06,6.21,3000.0
35902,59.0,87.83,1.0,30.21,4.97,1700.0
38792,59.0,67.33,12.0,30.15,6.21,4000.0
30078,78.8,41.69,3.0,30.06,6.21,3000.0
22275,60.8,82.37,0.0,30.21,6.21,3000.0
8492,69.8,88.34,2.0,29.91,6.21,3000.0
17671,75.2,73.61,6.0,30.03,6.21,4000.0
8889,73.4,78.19,0.0,30.12,6.21,2500.0
24121,64.4,88.09,7.0,30.12,4.97,1900.0
33584,73.4,73.44,9.0,29.94,6.21,3000.0
24395,64.4,77.45,2.0,29.97,4.97,1500.0
17215,71.6,94.06,8.0,29.97,2.49,1100.0
9642,77.0,73.91634902609485,2.0,30.03,6.21,3000.0
38437,62.6,88.0,2.0,30.03,2.49,900.0
27729,68.0,77.75,6.0,30.06,6.21,1300.0
23867,68.0,68.35,3.0,30.12,6.21,2000.0
31828,69.8,77.9,6.0,30.06,6.21,1700.0
10668,73.4,78.19,5.0,30.06,6.21,4000.0
14269,69.8,60.21,2.0,30.09,6.21,3000.0
4868,64.4,67.95,7.0,30.33,6.21,3000.0
3526,71.6,73.27,4.0,30.21,4.35,1700.0
22719,84.2,39.86,4.0,30.12,6.21,3000.0
24539,82.4,51.21,4.0,30.06,6.21,3000.0
40107,73.4,78.19,2.0,29.85,6.21,3500.0
699,89.6,43.34,3.0,30.12,6.21,2000.0
23741,57.2,76.82,5.0,30.24,6.21,3000.0
2708,66.2,88.18,3.0,30.09,6.21,4000.0
7308,68.0,77.75,11.0,30.03,6.21,1500.0
33462,73.4,78.19,3.0,30.03,6.21,1200.0
6034,69.8,60.21,10.0,30.12,6.21,3000.0
13951,73.4,31.05,15.0,29.97,6.21,3000.0
8208,68.0,68.35,6.0,30.12,6.21,2000.0
32664,73.4,73.44,5.0,29.85,6.21,1500.0
37597,77.0,27.53,1.0,30.18,6.21,3000.0
19331,66.2,100.0,1.0,30.06,2.49,1000.0
16757,82.4,54.55,3.0,30.0,6.21,3500.0
39257,66.2,77.6,6.0,30.09,6.21,2500.0
24867,71.6,83.09,5.0,29.97,6.21,2500.0
26731,84.2,20.29,11.0,29.88,6.21,3000.0
38514,66.2,88.18,4.0,29.97,3.11,1000.0
36153,69.8,56.38,4.0,30.12,6.21,3000.0
18291,86.0,48.58,5.0,29.91,6.21,4000.0
123,71.6,94.06,2.0,30.06,6.21,4000.0
2506,66.2,100.0,3.0,30.06,1.86,600.0
10302,69.8,94.01,0.0,29.94,6.21,2500.0
4712,51.8,93.55,0.0,30.36,6.21,1300.0
30128,71.6,46.43,2.0,30.03,6.21,3000.0
4266,64.4,72.56,6.0,30.24,6.21,3000.0
3074,68.0,77.75,3.0,30.18,6.21,1700.0
15265,71.6,78.04,9.0,30.06,6.21,4000.0
319,71.6,100.0,1.0,29.97,6.21,2000.0
29103,66.2,77.6,5.0,30.12,6.21,2300.0
988,73.4,83.21,0.0,30.03,6.21,2000.0
12274,78.8,31.9,7.0,30.0,6.21,4000.0
25335,78.8,57.6,4.0,29.94,6.21,3700.0
24255,80.6,44.8,3.0,30.09,6.21,4000.0
31736,87.8,45.88,4.0,30.03,6.21,3000.0
3550,71.6,73.27,4.0,30.18,3.73,1700.0
31688,77.0,41.42,3.0,29.91,6.21,3000.0
31046,60.8,67.54,4.0,30.27,6.21,1500.0
17915,75.2,69.14,5.0,30.09,6.21,4000.0
15461,71.6,83.09,4.0,30.03,6.21,4000.0
9736,68.0,88.26,3.0,30.18,4.97,2500.0
5448,64.4,88.09,4.0,30.03,3.73,800.0
35484,69.8,82.98,4.0,30.12,6.21,2000.0
22123,68.0,64.04,8.0,30.27,6.21,3500.0
13669,77.0,41.42,4.0,30.0,6.21,3000.0
26193,69.8,77.9,2.0,29.88,5.59,1000.0
23141,57.2,87.74,0.0,30.09,3.73,3000.0
35592,77.0,53.8,3.0,29.94,6.21,3000.0
11912,75.2,60.9,2.0,30.12,6.21,3700.0
6160,62.6,88.0,3.0,30.18,4.97,1300.0
7286,80.6,54.3,4.0,29.83,6.21,3000.0
6082,82.4,26.49,6.0,30.12,6.21,3000.0
5964,73.4,43.69,5.0,30.09,6.21,3000.0
23359,64.4,88.09,5.0,30.21,6.21,3000.0
17323,66.2,100.0,0.0,29.91,3.73,1700.0
30344,69.8,56.38,4.0,30.27,6.21,3000.0
38780,57.2,82.12,3.0,30.18,6.21,1100.0
8555,71.6,83.09,0.0,30.0,6.21,2000.0
34094,91.4,38.45,4.0,29.97,6.21,4000.0
31324,66.2,82.74,6.0,30.12,6.21,1300.0
16015,64.4,88.09,7.0,30.06,6.21,1500.0
37082,60.8,87.92,3.0,30.18,6.21,3600.0
33486,87.8,37.9,6.0,29.88,6.21,4000.0
16113,62.6,93.83,4.0,30.09,6.21,2000.0
32012,69.8,73.09,7.0,30.0,6.21,4000.0
3270,69.8,68.55,4.0,30.03,6.21,2500.0
25781,69.8,94.01,0.0,29.94,2.49,500.0
14399,60.8,87.92,4.0,30.3,3.11,900.0
10980,71.6,83.09,2.0,30.12,6.21,1500.0
32952,75.2,78.34,11.0,29.91,6.21,3500.0
18023,86.0,55.04,4.0,30.18,6.21,3000.0
22775,53.6,76.5,3.0,30.45,6.21,2500.0
17297,66.2,100.0,2.0,29.7,0.5,300.0
37036,78.8,44.52,5.0,30.09,6.21,3000.0
38058,62.6,72.38,3.0,30.18,6.21,3000.0
35420,78.8,44.52,2.0,30.15,6.21,4000.0
2634,75.2,64.91,1.0,29.91,6.21,4000.0
16887,71.6,68.75,3.0,30.15,6.21,3000.0
8094,80.6,61.58,4.0,29.77,6.21,2500.0
5224,73.4,49.9,2.0,30.0,6.21,4000.0
25647,84.2,48.32,10.0,29.85,6.21,3000.0
5172,75.2,43.97,4.0,30.09,6.21,3000.0
6398,66.2,77.6,2.0,30.09,3.73,3000.0
9692,77.0,73.78,2.0,30.09,6.21,1500.0
32208,75.2,69.14,5.0,29.91,6.21,3000.0
4238,59.0,93.74,0.0,30.24,3.73,3000.0
31066,64.4,48.55,8.0,30.21,6.21,3000.0
25791,75.2,78.34,4.0,30.0,6.21,3000.0
35594,75.2,57.12,2.0,29.91,4.97,3000.0
40006,69.8,73.09,6.0,30.09,6.21,2000.0
14197,66.2,59.74,2.0,30.24,6.21,2000.0
26415,77.0,78.48,6.0,30.03,6.21,2000.0
2584,73.4,53.29,7.0,30.09,6.21,3000.0
26473,71.6,88.43,2.0,29.97,6.21,3000.0
1634,84.2,62.03,9.0,29.97,6.21,2500.0
29223,69.8,60.21,2.0,30.12,6.21,3000.0
35975,71.6,46.43,4.0,30.03,6.21,3000.0
22795,66.2,63.82,12.0,30.33,6.21,3000.0
9162,73.4,88.51,2.0,29.97,4.35,700.0
39996,82.4,45.07,5.0,30.0,6.21,4000.0
30748,82.4,18.67,2.0,30.18,6.21,4000.0
9712,68.0,88.26,3.0,30.18,6.21,300.0
20255,69.8,82.98,2.0,30.03,6.21,3000.0
17441,66.2,100.0,2.0,30.0,3.73,1500.0
35434,71.6,68.75,5.0,30.15,6.21,1500.0
27749,64.4,88.09,3.0,30.06,6.21,2000.0
18243,64.4,93.88,4.0,30.03,2.49,600.0
6930,66.2,88.18,2.0,30.12,6.21,1300.0
4422,57.2,87.74,3.0,30.36,6.21,3000.0
32100,68.0,72.92,7.0,30.06,6.21,500.0
8879,84.2,54.8,5.0,30.12,6.21,2500.0
12330,57.2,87.74,2.0,30.3,6.21,1500.0
28609,78.8,39.02,3.0,30.12,6.21,4000.0
34690,86.0,28.9,3.0,30.0,6.21,4500.0
1670,71.6,88.43,4.0,30.0,3.73,600.0
30172,73.4,53.29,5.0,30.12,6.21,3000.0
16743,69.8,73.09,0.0,30.0,6.21,4000.0
24381,62.6,67.75,4.0,30.0,6.21,3000.0
38049,75.2,53.55,2.0,30.06,6.21,3500.0
30330,78.8,44.52,4.0,30.18,6.21,3500.0
19037,71.6,88.43,4.0,30.09,6.21,4000.0
39676,69.8,68.55,3.0,30.0,6.21,2300.0
38553,66.2,93.92,3.0,30.06,4.35,3000.0
27181,82.4,51.21,3.0,30.03,6.21,3000.0
6134,66.2,77.6,3.0,30.15,6.21,3000.0
14467,57.2,93.69,3.0,30.0,6.21,3000.0
13475,69.8,68.55,10.0,30.12,6.21,3000.0
6626,64.4,88.09,6.0,30.09,6.21,2000.0
17069,82.4,69.9,2.0,30.0,6.21,3000.0
32796,77.0,61.13,19.0,30.09,6.21,4500.0
21395,62.6,82.5,2.0,30.24,2.49,1100.0
28621,64.4,77.45,2.0,30.21,6.21,2000.0
22027,78.8,31.9,6.0,30.0,6.21,3000.0
25231,60.8,72.2,5.0,30.06,4.97,2000.0
34468,66.2,88.18,4.0,29.97,6.21,500.0
22573,66.2,68.15,7.0,30.42,6.21,1600.0
40276,73.4,53.29,7.0,29.94,6.21,4500.0
15317,60.8,100.0,3.0,30.15,3.73,800.0
32912,73.4,73.44,14.0,29.94,1.12,3000.0
28875,71.6,49.64,4.0,30.09,6.21,3000.0
20217,60.8,93.79,2.0,30.09,6.21,2500.0
2988,68.0,77.75,7.0,30.09,6.21,3000.0
9776,66.2,88.18,4.0,30.15,4.97,1700.0
26205,68.0,93.97,3.0,29.88,2.49,900.0
32040,62.6,82.5,2.0,30.21,3.73,2000.0
16107,64.4,93.88,3.0,30.18,6.21,2000.0
24715,91.4,24.37,6.0,29.83,6.21,3000.0
11624,73.4,68.94,3.0,30.21,6.21,3000.0
23001,57.2,87.74,2.0,30.24,4.35,2500.0
10494,71.6,94.06,2.0,29.91,6.21,3000.0
13321,50.0,93.5,0.0,30.15,3.11,3000.0
31100,57.2,93.69,1.0,30.15,0.93,500.0
11010,82.4,51.21,2.0,30.03,6.21,3000.0
1562,80.6,69.71,2.0,30.06,6.21,2000.0
37064,59.0,76.98,0.0,30.12,6.21,3000.0
14653,59.0,82.25,4.0,30.21,5.59,2000.0
40556,60.8,93.79,1.0,29.88,3.73,1000.0
5460,64.4,93.88,4.0,30.03,2.49,600.0
4184,64.4,82.62,9.0,30.24,6.21,3000.0
1928,62.6,93.83,3.0,30.12,6.21,2000.0
4990,59.0,76.98,2.0,30.33,6.21,4500.0
18393,75.2,88.59,5.0,30.03,6.21,3000.0
3544,57.2,100.0,0.0,30.09,2.49,800.0
19999,60.8,93.79,0.0,29.94,2.49,1000.0
19863,78.8,65.33,6.0,30.06,6.21,3000.0
8515,68.0,93.97,2.0,29.97,4.35,1500.0
34180,80.6,65.54,1.0,29.83,6.21,4000.0
26821,87.8,48.84,7.0,30.0,6.21,4000.0
9918,71.6,88.43,5.0,29.94,6.21,3000.0
34736,69.8,88.34,2.0,29.85,4.35,2000.0
11206,64.4,77.45,10.0,30.27,6.21,2000.0
32518,71.6,78.04,4.0,30.06,2.49,2000.0
20821,64.4,48.55,12.0,30.06,6.21,2500.0
38413,69.8,60.21,6.0,30.0,6.21,3000.0
9544,66.2,93.92,4.0,29.91,5.59,2000.0
8789,68.0,88.26,4.0,30.0,3.73,2000.0
26975,69.8,94.01,4.0,30.06,2.49,600.0
26025,73.4,78.19,4.0,30.09,6.21,1300.0
10628,87.8,48.84,5.0,29.97,6.21,3000.0
4006,51.8,93.55,3.0,30.09,6.21,3000.0
24655,66.2,88.18,3.0,30.09,6.21,2000.0
25933,80.6,50.95,2.0,30.03,6.21,3000.0
35217,66.2,93.92,3.0,29.94,6.21,3000.0
27011,77.0,61.13,7.0,30.03,6.21,3000.0
9972,66.2,82.74,3.0,30.03,4.35,1200.0
40133,69.8,82.98,7.0,29.88,6.21,1700.0
26483,84.2,62.03,3.0,30.03,6.21,3000.0
13597,68.0,68.35,11.0,30.21,6.21,2000.0
7228,62.6,72.38,6.0,30.18,6.21,2000.0
40639,78.8,61.36,2.0,29.97,6.21,1500.0
16171,84.2,48.32,4.0,29.91,6.21,2500.0
17185,75.2,94.14,6.0,30.0,6.21,1700.0
15977,78.8,69.52,5.0,29.91,6.21,2000.0
20659,69.8,68.55,0.0,30.06,6.21,2500.0
3276,64.4,88.09,6.0,30.06,6.21,1000.0
33876,71.6,83.09,4.0,30.06,6.21,2500.0
15971,64.4,93.88,0.0,29.97,4.97,1500.0
26479,71.6,88.43,2.0,30.0,4.97,3000.0
8452,87.8,43.07,11.0,29.91,6.21,3000.0
12943,77.0,44.25,5.0,30.12,6.21,3000.0
19079,69.8,100.0,6.0,29.94,1.86,1200.0
23419,89.6,24.11,7.0,30.0,6.21,3000.0
5442,64.4,88.09,3.0,30.09,4.97,1300.0
13059,64.4,88.09,2.0,30.18,6.21,2000.0
9354,69.8,77.9,5.0,29.88,6.21,1500.0
3734,64.4,100.0,6.0,30.09,1.86,200.0
6170,78.8,54.05,4.0,30.21,4.97,3000.0
29541,78.8,61.36,6.0,30.09,6.21,3000.0
3316,69.8,77.9,5.0,30.03,6.21,2000.0
6860,66.2,82.74,3.0,30.15,6.21,3000.0
6978,66.2,93.92,3.0,30.09,6.21,2000.0
22137,48.2,93.45,2.0,30.33,5.59,2000.0
3610,66.2,77.6,9.0,30.06,6.21,3000.0
27467,75.2,83.32,2.0,29.91,4.35,900.0
30260,64.4,77.45,3.0,30.24,6.21,2000.0
7622,66.2,93.92,6.0,29.83,6.21,2000.0
6762,78.8,54.05,8.0,29.97,6.21,3000.0
23149,75.2,46.98,3.0,30.12,6.21,3000.0
14423,68.0,72.92,6.0,30.18,6.21,3000.0
23313,59.0,82.25,3.0,30.3,6.21,1900.0
17621,91.4,38.45,5.0,29.97,6.21,4000.0
258,89.6,46.14,4.0,29.91,6.21,3000.0
11948,69.8,77.9,5.0,29.91,6.21,3000.0
27301,87.8,48.84,2.0,29.94,6.21,3000.0
30718,57.2,67.12,2.0,30.33,6.21,3000.0
8931,75.2,73.61,2.0,29.94,6.21,2000.0
14325,59.0,87.83,3.0,30.21,6.21,1100.0
1680,91.4,40.96,8.0,29.91,6.21,4500.0
39926,69.8,68.55,11.0,30.03,6.21,2500.0
34772,68.0,93.97,1.0,29.97,4.35,500.0
22977,59.0,82.25,4.0,30.18,5.59,1300.0
15597,84.2,58.32,9.0,29.91,6.21,3000.0
20791,60.8,93.79,2.0,30.0,6.21,1500.0
39803,59.0,76.98,6.0,30.09,6.21,3000.0
4912,69.8,60.21,14.0,30.24,6.21,3000.0
21113,71.6,53.03,7.0,30.18,6.21,4500.0
33494,73.4,73.44,0.0,29.94,6.21,3000.0
1654,89.6,49.1,5.0,30.0,6.21,4000.0
26029,84.2,54.8,4.0,30.06,6.21,3000.0
22825,59.0,62.92,0.0,30.24,6.21,3000.0
38714,68.0,77.75,7.0,30.0,4.97,3000.0
40241,62.6,88.0,7.0,30.0,3.11,2000.0
28337,64.4,82.62,4.0,30.06,6.21,2000.0
24627,69.8,82.98,3.0,30.0,6.21,3000.0
11588,68.0,88.26,5.0,30.12,6.21,3000.0
4258,55.4,93.65,1.0,30.21,6.21,1500.0
1612,78.8,73.95,6.0,29.94,6.21,3000.0
20325,77.0,69.33,3.0,30.09,6.21,4000.0
13827,64.4,82.62,5.0,30.12,3.73,3000.0
5374,62.6,88.0,2.0,30.12,3.73,800.0
32992,71.6,88.43,3.0,30.09,6.21,1500.0
31575,60.8,93.79,0.0,30.21,4.35,600.0
7540,73.4,60.67,5.0,30.06,6.21,3000.0
5808,59.0,82.25,3.0,30.33,6.21,1300.0
37703,42.8,75.5,5.0,30.27,6.21,3000.0
28795,71.6,53.03,4.0,30.24,6.21,3000.0
6482,73.4,64.69,3.0,29.8,6.21,2000.0
15757,64.4,100.0,2.0,30.03,4.35,1100.0
12749,68.0,72.92,3.0,30.24,4.97,3000.0
38993,69.8,82.98,2.0,29.97,4.97,4000.0
26889,71.6,88.43,1.0,30.06,3.11,1100.0
22239,77.0,47.25,3.0,30.18,6.21,3000.0
36636,62.6,88.0,1.0,30.09,6.21,3000.0
27923,80.6,57.84,2.0,30.06,6.21,3000.0
9254,69.8,88.34,0.0,29.91,2.49,1000.0
38268,64.4,72.56,8.0,30.15,6.21,2300.0
4512,66.2,68.15,5.0,30.24,6.21,3000.0
10776,71.6,83.09,6.0,30.0,6.21,2500.0
4698,51.8,87.47,4.0,30.33,6.21,1700.0
34704,86.0,42.8,3.0,30.0,6.21,4000.0
22551,64.4,59.5,8.0,30.45,6.21,3000.0
2266,68.0,88.26,0.0,30.0,6.21,1500.0
21609,60.8,100.0,0.0,30.15,2.49,4000.0
37351,68.0,56.13,3.0,30.27,6.21,3000.0
863,86.0,70.27,3.0,29.94,6.21,3000.0
1870,71.6,68.75,17.0,30.12,6.21,2000.0
18923,71.6,88.43,1.0,30.06,4.97,2000.0
10846,75.2,73.61,2.0,29.88,6.21,4000.0
11606,84.2,34.97,4.0,30.06,6.21,3000.0
30780,69.8,49.37,4.0,30.18,6.21,3000.0
35209,78.8,65.33,10.0,29.85,6.21,3000.0
16809,66.2,68.15,16.0,30.12,6.21,2500.0
3966,77.0,53.8,4.0,30.06,6.21,3000.0
22635,60.8,87.92,1.0,30.24,6.21,3000.0
8064,68.0,82.86,5.0,29.91,5.59,1500.0
7402,80.6,54.3,4.0,29.94,6.21,3000.0
36925,59.0,76.98,4.0,30.15,6.21,3000.0
25611,68.0,93.97,2.0,29.91,3.73,600.0
22523,51.8,93.55,2.0,30.42,2.8,2000.0
2522,69.8,82.98,4.0,30.03,3.73,1700.0
4410,64.4,67.95,4.0,30.39,4.97,1300.0
38411,80.6,28.08,3.0,29.97,6.21,2000.0
18399,69.8,100.0,6.0,30.0,3.73,2000.0
37323,60.8,67.54,2.0,30.18,6.21,3000.0
9370,64.4,93.88,0.0,29.91,4.97,700.0
11998,48.2,87.28,0.0,30.06,5.59,3000.0
13161,82.4,30.35,10.0,30.03,6.21,3000.0
15639,62.6,82.5,1.0,30.12,6.21,2000.0
23939,77.0,53.8,5.0,30.06,6.21,3000.0
13917,62.6,93.83,5.0,30.09,6.21,2000.0
19051,80.6,69.71,3.0,30.06,6.21,2000.0
21101,59.0,82.25,7.0,30.27,6.21,2500.0
37214,68.0,56.13,4.0,30.27,6.21,3000.0
34934,80.6,65.54,2.0,30.0,6.21,1800.0
28151,62.6,82.5,4.0,30.12,4.97,900.0
34004,87.8,43.07,4.0,29.91,6.21,4000.0
15185,64.4,100.0,2.0,29.97,3.73,1300.0
157,73.4,100.0,0.0,30.06,4.97,700.0
31080,51.8,93.55,1.0,30.18,4.97,700.0
18159,69.8,94.01,2.0,29.94,4.35,1700.0
16045,64.4,88.09,5.0,30.06,6.21,1500.0
11932,64.4,88.09,3.0,30.09,4.35,1000.0
22345,60.8,93.79,4.0,30.3,6.21,3000.0
6808,60.8,82.37,10.0,30.21,6.21,1500.0
10860,73.4,83.21,2.0,29.94,3.11,800.0
38098,78.8,36.51,7.0,30.12,6.21,3000.0
